Angle,Range,Intensity
135.35937757499207,0.0,1008.0
135.70312733554047,0.0,1008.0
136.0781183813525,0.0,1008.0
136.43749561472188,0.0,1008.0
136.5312467912695,0.0,1008.0
136.79687284809128,0.0,1008.0
136.89062402463887,0.0,1008.0
137.15625008146068,0.0,1008.0
137.53124112727272,0.0,1008.0
137.87499088782113,0.0,1008.0
138.2499955940115,0.0,1008.0
138.62500030020186,0.0,1008.0
138.9999913460139,0.0,1008.0
139.40625099784629,0.0,1008.0
139.75000075839466,0.0,1008.0
140.1249918042067,0.0,1008.0
141.21875097713587,0.0,1008.0
141.57812821050527,0.0,1008.0
141.9374917834963,0.0,1008.0
142.32812396250768,0.0,1008.0
143.0156234836045,0.0,1008.0
143.39062818979488,0.0,1008.0
143.74999176278592,0.0,1008.0
144.1249964689763,0.0,1008.0
144.4843737023457,0.0,1008.0
144.8437509357151,0.0,1008.0
145.21874198152713,0.0,1008.0
145.56249174207554,0.0,1008.0
145.9374964482659,0.0,1008.0
146.31250115445627,0.0,1008.0
146.67187838782567,0.0,1008.0
147.4218741398281,0.0,1008.0
147.6875001966499,0.0,1008.0
147.7656239003765,0.0,1008.0
148.0468774300193,0.0,1008.0
148.15624241900952,0.0,1008.0
148.5312471251999,0.0,1008.0
148.90625183139028,0.0,1008.0
149.26562906475968,0.0,1008.0
149.64062011057172,0.0,1008.0
149.9062461673935,0.0,1008.0
150.01562481676208,0.0,1008.0
150.37500205013149,0.0,1008.0
150.76562056876452,0.0,1008.0
151.14062527495489,0.0,1008.0
151.5000025083243,0.0,1008.0
151.87499355413632,0.0,1008.0
152.24999826032672,0.0,1008.0
152.6093754936961,0.0,1008.0
152.98436653950813,0.0,1008.0
153.35937124569853,0.0,1008.0
153.7500034247099,0.0,1008.0
154.15624941616392,0.0,1008.0
154.3437517692591,0.0,1008.0
154.5156266495333,0.0,1008.0
154.89061769534533,0.0,1008.0
155.26562240153572,0.0,1008.0
155.62499963490512,0.0,1008.0
155.99999068071716,0.0,1008.0
156.37499538690753,0.0,1008.0
156.73437262027693,0.0,1008.0
157.12499113890996,0.0,1008.0
157.48436837227933,0.0,1008.0
157.85937307846973,0.0,1008.0
158.95311859102054,0.0,1008.0
159.32812329721094,0.0,1008.0
160.6249986356779,0.746999979019165,1008.0
161.06249957277393,0.7229999899864197,1008.0
161.43749061858597,0.718999981880188,1008.0
161.81249532477634,0.7170000076293945,1008.0
162.18750003096673,0.7160000205039978,1008.0
162.5468772643361,0.7129999995231628,1008.0
162.92186831014814,0.7129999995231628,1008.0
163.31250048915953,0.7120000123977661,1008.0
163.6562502497079,0.7129999995231628,1008.0
164.03124129551998,0.7160000205039978,1008.0
164.40624600171034,0.718999981880188,1008.0
164.7812507079007,0.7160000205039978,1008.0
165.15624175371278,0.7099999785423279,1008.0
165.48437770181852,0.0,1008.0
165.51561898708215,0.7129999995231628,1008.0
165.89062369327254,0.7179999947547913,1008.0
166.23437345382092,0.722000002861023,1008.0
166.59375068719032,0.7269999980926514,1008.0
166.59375068719032,0.0,1008.0
166.96874173300236,0.7279999852180481,1008.0
167.32811896637176,0.7300000190734863,1008.0
167.70312367256213,0.7300000190734863,1008.0
168.07812837875252,0.7310000061988831,1008.0
168.43749195174357,0.7319999933242798,1008.0
168.81249665793396,0.7319999933242798,1008.0
169.18750136412433,0.7310000061988831,1008.0
169.56249240993637,0.7319999933242798,1008.0
169.98436587421136,0.7310000061988831,1008.0
170.34374310758076,0.7310000061988831,1008.0
170.71874781377116,0.7310000061988831,1008.0
171.09375251996153,0.7319999933242798,1008.0
171.46874356577356,0.7319999933242798,1008.0
171.82812079914297,0.7319999933242798,1008.0
172.18749803251234,0.7329999804496765,1008.0
172.56250273870273,0.7329999804496765,1008.0
172.93749378451477,0.7329999804496765,1008.0
173.31249849070514,0.7329999804496765,1008.0
173.67187572407454,0.734000027179718,1008.0
174.04686676988658,0.7329999804496765,1008.0
174.42187147607697,0.7329999804496765,1008.0
174.79687618226734,0.734000027179718,1008.0
175.17186722807938,0.734000027179718,1008.0
175.53124446144878,0.734000027179718,1008.0
175.90624916763915,0.734000027179718,1008.0
176.29686768627218,0.7319999933242798,1008.0
176.67187239246257,0.7319999933242798,1008.0
177.04687709865294,0.7310000061988831,1008.0
177.40624067164399,0.7310000061988831,1008.0
177.76561790501339,0.7369999885559082,1008.0
178.281242545836,0.8539999723434448,1008.0
178.703116010111,0.8289999961853027,1008.0
179.10937566194335,0.8059999942779541,1008.0
179.51562165339737,0.7879999876022339,1008.0
179.93749511767237,0.7680000066757202,1008.0
180.32813093914942,0.7549999952316284,1008.0
180.73437693060345,0.7459999918937683,1008.0
181.1093816367938,0.7390000224113464,1008.0
181.48437268260588,0.734000027179718,1008.0
181.87500486161724,0.7310000061988831,1008.0
182.24999590742928,0.7289999723434448,1008.0
182.62500061361965,0.7269999980926514,1008.0
183.00000531981004,0.7250000238418579,1008.0
183.37499636562208,0.7229999899864197,1008.0
183.75000107181245,0.7229999899864197,1008.0
184.12500577800284,0.722000002861023,1008.0
184.45312806573025,0.0,1008.0
184.49999682381488,0.7229999899864197,1008.0
184.8437465843633,0.7239999771118164,1008.0
185.18749634491166,0.7269999980926514,1008.0
185.56250105110206,0.7319999933242798,1008.0
185.92187828447146,0.7379999756813049,1008.0
186.25000057219887,0.7490000128746033,1008.0
186.57812285992628,0.7720000147819519,1008.0
187.54687591066588,0.0,1008.0
187.90625314403525,0.0,1008.0
188.28124418984729,0.0,1008.0
188.6406214232167,0.0,1008.0
189.64062941959824,0.0,1008.0
190.00000665296764,0.0,1008.0
190.39062517160068,0.0,1008.0
190.7812436902337,0.0,1008.0
192.31250380025887,0.0,1008.0
193.09375449790326,0.0,1008.0
193.34375308190405,0.0,1008.0
193.45313173127266,0.0,1008.0
193.70313031527346,0.0,1008.0
193.8124953042637,0.0,1008.0
194.0781213610855,0.0,1008.0
194.18750001045407,0.0,1008.0
194.56250471664447,0.0,1008.0
194.92188195001384,0.0,1008.0
195.29687299582588,0.0,1008.0
195.67187770201627,0.0,1008.0
195.93750375883806,0.0,1008.0
196.03125493538568,0.0,1008.0
196.29688099220746,0.0,1008.0
196.4062459811977,0.0,1008.0
196.6718720380195,0.0,1008.0
196.78125068738808,0.0,1008.0
197.14062792075748,0.0,1008.0
197.50000515412685,0.0,1008.0
197.8749961999389,0.0,1008.0
198.2500009061293,0.0,1008.0
198.51562696295107,0.0,1008.0
198.5937506666777,0.0,1008.0
198.89063166914147,0.0,1008.0
198.95312790004706,0.0,1008.0
199.2656227149535,0.0,1008.0
199.32811894585913,0.0,1008.0
199.7031236520495,0.0,1008.0
200.00000465451328,0.0,1008.0
200.0625008854189,0.0,1008.0
200.43750559160927,0.0,1008.0
200.7968691646003,0.0,1008.0
208.4999974916757,0.0,1008.0
208.85937472504511,0.0,1008.0
209.23437943123548,0.0,1008.0
209.60937047704752,0.0,1008.0
209.98437518323792,0.0,1008.0
210.34375241660732,0.0,1008.0
210.71874346241935,0.0,1008.0
211.09374816860972,0.0,1008.0
211.4687528748001,0.0,1008.0
211.8281301081695,0.0,1008.0
212.20312115398153,0.0,1008.0
212.57812586017192,0.0,1008.0
212.9531305663623,0.0,1008.0
213.31249413935333,0.0,1008.0
213.68749884554373,0.0,1008.0
214.0625035517341,0.0,1008.0
214.43749459754613,0.0,1008.0
214.79687183091553,0.0,1008.0
215.1718765371059,0.0,1008.0
215.5468812432963,0.0,1008.0
215.92187228910834,0.0,1008.0
216.28124952247774,0.0,1008.0
216.6562542286681,0.0,1008.0
217.03124527448014,0.0,1008.0
217.40624998067054,0.0,1008.0
217.7656272140399,0.0,1008.0
218.14061825985195,0.0,1008.0
218.51562296604234,0.0,1008.0
218.8906276722327,0.0,1008.0
219.2500049056021,0.0,1008.0
219.62499595141415,0.0,1008.0
220.00000065760452,0.0,1008.0
220.3750053637949,0.0,1008.0
220.71875512434332,0.0,1008.0
221.07811869733436,0.0,1008.0
221.45312340352473,0.0,1008.0
221.82812810971512,0.0,1008.0
222.18750534308452,0.0,1008.0
222.56249638889656,0.0,1008.0
222.93750109508693,0.0,1008.0
223.31250580127733,0.0,1008.0
223.67186937426837,0.0,1008.0
224.04687408045874,0.0,1008.0
224.42187878664913,0.0,1008.0
224.79686983246117,0.0,1008.0
