mean,trimmean,max,min,std,var,mode,median,kurtosis,skewness,peak2rms,rssq,num_maxima,mean_maxima,targets
0.3952631585692104,0.3967608679895816,0.4580000042915345,0.335999995470047,0.0401508228399546,0.0016120885747254,0.3370000123977661,0.4080000221729279,-1.4786273953920872,-0.1488303469162307,0.3070749390404193,3.4635565587065855,4.0,0.4495000094175339,2.0
0.3858493260324818,0.3798222336504194,0.5069999992847443,0.335999995470047,0.039766327023074,0.001581360764906,0.335999995470047,0.3750000298023224,0.3341574975242221,0.9082495962546284,0.4408431094219441,3.314160166771928,1.0,0.4550000131130218,5.0
0.4211785615022693,0.3901176373748218,0.6579999625682831,0.335999995470047,0.1030535735232668,0.0106200390159153,0.3400000035762787,0.3629999905824661,-0.3663852806134828,1.04718741108684,0.7426149925901925,4.588821090947441,1.0,0.6579999625682831,1.0
0.3853943704719275,0.3827209327110024,0.4820000231266022,0.335999995470047,0.0347977997598605,0.0012108868681273,0.3869999945163727,0.3800000250339508,-0.189672225238112,0.5401090793240977,0.3772979518013222,3.2606010556077263,1.0,0.4580000340938568,5.0
0.3870724435301794,0.3852557948855467,0.4790000021457672,0.335999995470047,0.0350764478999263,0.0012303571972762,0.3369999825954437,0.3839999735355377,-0.4944998107565412,0.3629655215699656,0.3679322714612666,3.2284400146047796,1.0,0.4569999873638153,5.0
0.3682337345240952,0.3665318825143449,0.4069999754428863,0.335999995470047,0.0237808684754203,0.0005655297054452,0.3369999825954437,0.3629999458789825,-1.4205980052536615,0.2598666578006847,0.1924114367626335,3.2379691469993257,4.0,0.4032499641180038,2.0
0.4323380367017128,0.4273721014344415,0.5340000092983246,0.335999995470047,0.06061630618076,0.0036743365749996,0.3680000007152557,0.4214999973773956,-1.1945738106336758,0.2693328345045419,0.4535389385470512,5.20229305851573,5.0,0.4673999965190887,6.0
0.3856052356330972,0.3860651889572973,0.4269999563694,0.335999995470047,0.0267488691829167,0.0007155020025647,0.4199999868869781,0.382999986410141,-1.12197906647588,-0.0800892939485387,0.2354267886681412,3.369706868707842,4.0,0.4217499494552612,2.0
0.4351702120075834,0.4111034469357852,0.7050000131130219,0.335999995470047,0.1082999830131713,0.0117288863206531,0.335999995470047,0.3644999861717224,-0.9452302055091292,0.7598053325680376,0.8228452990188213,4.347825660660919,2.0,0.4500000178813934,3.0
0.3836142923150744,0.3814285809085482,0.4699999988079071,0.335999995470047,0.0335594572173607,0.0011262371687238,0.335999995470047,0.3805000185966491,-0.4513246118406853,0.4285072413704734,0.3479801701803623,3.2218056072020143,1.0,0.4580000340938568,5.0
0.4595121661337411,0.3963999688625336,0.9659999907016754,0.335999995470047,0.1805898351752202,0.0326126885686132,0.3369999825954437,0.3659999668598175,1.5385367566952173,1.614682278670353,1.2760146363709577,3.161380852591946,1.0,0.3659999668598175,3.0
0.4514743792705046,0.4531666872402032,0.5960000455379486,0.335999995470047,0.0873333887318861,0.0076271207873947,0.348000019788742,0.4895000159740447,-1.639292444758799,-0.1739546256322989,0.5654096064811812,4.0612296662656755,8.0,0.4397500231862068,4.0
0.3865394419745395,0.3869564909002055,0.4289999902248382,0.335999995470047,0.0275892969154695,0.0007611693042899,0.4219999611377716,0.3839999735355377,-1.130030891354182,-0.0720752918147382,0.2399858748054083,3.3783453231540954,5.0,0.4253999650478363,2.0
0.4254273583746364,0.3962112765916636,0.6559999883174896,0.335999995470047,0.1037918122891782,0.010772740298272,0.3379999995231629,0.3690000176429749,-0.5520273979809818,0.9513690247430692,0.7307513471452558,4.736671592328469,3.0,0.654666672150294,1.0
0.4214999675750732,0.4009411440176122,0.604999989271164,0.335999995470047,0.0836380417768409,0.0069953220322645,0.3669999539852142,0.3779999613761902,-0.6687190700064138,0.8754087961610231,0.6259919402956615,3.215714928766375,5.0,0.4517999589443207,1.0
0.4051866753896077,0.4071777860323588,0.473000019788742,0.335999995470047,0.0509315117227059,0.0025940188863601,0.335999995470047,0.4099999964237213,-1.6796126960083513,-0.1117660411205614,0.3354759105174902,3.536632516953558,4.0,0.4672500193119049,2.0
0.4235314645550467,0.4177241356208406,0.5229999721050262,0.335999995470047,0.058500589089238,0.0034223189237878,0.5179999768733978,0.414000004529953,-1.226989666067844,0.3348734482785609,0.4373730375727362,5.112785397026369,6.0,0.4151666561762492,6.0
0.3738153517246246,0.3641281731617756,0.5149999558925629,0.335999995470047,0.0411159259199717,0.0016905193642566,0.3369999825954437,0.363999992609024,4.754155601015807,2.283653455684179,0.4759754627404579,3.031971038071108,3.0,0.4273332854111989,5.0
0.4153269368868608,0.3951562643051147,0.6349999606609344,0.335999995470047,0.0814053749237277,0.0066268350664726,0.335999995470047,0.3995000123977661,0.7388819857422342,1.250556357611898,0.7064722335244946,3.051952092948928,2.0,0.382500022649765,3.0
0.4240985861126806,0.4184302278729372,0.5229999721050262,0.335999995470047,0.0583983806298587,0.0034103708601898,0.3589999973773956,0.4124999940395355,-1.2309512941591294,0.3245984262928675,0.4368133311186254,5.101405432586295,9.0,0.4354444377952152,6.0
0.4566833049058914,0.4473055253426234,0.6599999368190763,0.335999995470047,0.0944604805660821,0.0089227823887751,0.4369999468326568,0.4444999694824219,-0.7643396574718131,0.4402196995088243,0.6947568697615295,3.6123324047092553,3.0,0.4496666292349497,3.0
0.4550833205382029,0.4246666550636291,0.7840000092983246,0.335999995470047,0.129827099773682,0.0168550758356455,0.3369999825954437,0.3885000050067901,-0.5349086437835977,0.8699206898489084,0.9466659770910026,3.2787014829732017,1.0,0.3369999825954437,3.0
0.5300999718053,0.4985237788586389,0.8669999539852142,0.335999995470047,0.1739092668501921,0.0302444330963713,0.3369999825954437,0.5019999742507935,-0.8154434532529424,0.6255465633378907,0.9517864524122376,4.667711315441925,1.0,0.8669999539852142,3.0
