mean,trimmean,max,min,std,var,mode,median,kurtosis,skewness,peak2rms,rssq,num_maxima,mean_maxima,targets
0.4161110994992433,0.4000882243408876,0.5749999582767487,0.335999995470047,0.0790674036089874,0.0062516543134665,0.3400000035762787,0.3774999678134918,-1.0103909555094557,0.6880684003363888,0.5642693894144746,3.112491843805622,5.0,0.4741999804973602,1.0
0.4163333078225453,0.3935428270271846,0.5889999568462372,0.335999995470047,0.0844059367998009,0.0071243621670519,0.335999995470047,0.3770000040531158,-0.6163453085353123,0.9556893809686464,0.5955697666641754,3.207194064297063,3.0,0.4489999711513519,1.0
0.4209666927655538,0.3957500259081523,0.6100000441074372,0.335999995470047,0.0921048264001685,0.0084832990462051,0.348000019788742,0.3695000410079956,-0.9491527366674376,0.8391266398367186,0.6358417880894331,3.3379297967228725,5.0,0.4482000291347504,1.0
0.3606249681777424,0.3599772399122065,0.4159999787807464,0.335999995470047,0.0151990849011917,0.0002310121818336,0.3619999587535858,0.3619999587535858,2.697288861878901,1.2267220567768196,0.2216402960325553,3.0627209062469696,5.0,0.3715999662876129,1.0
0.3788333038489024,0.3560384328548724,0.598999947309494,0.335999995470047,0.064984945080006,0.0042230430870513,0.3439999520778656,0.3534999489784241,4.248582997604688,2.299774443758646,0.6842423960864378,2.4909805374730047,5.0,0.3937999665737152,1.0
0.3632622786232682,0.3643783645049945,0.4019999802112579,0.335999995470047,0.0117695083074761,0.0001385213257997,0.3680000007152557,0.3659999668598175,1.3953192260141671,0.070726718895227,0.181591579735876,2.8386578286539734,6.0,0.3684999744097392,1.0
0.4104422766428727,0.3944062180817127,0.5849999487400056,0.335999995470047,0.0710986335166857,0.0050550156879399,0.3369999825954437,0.3804999589920044,-0.0371048693732616,1.0242505809613898,0.5977604146168464,3.0038191795568636,3.0,0.4793332914511363,1.0
0.3785476017565954,0.3551153655235584,0.5979999601840973,0.335999995470047,0.065132903512687,0.004242295119993,0.3409999907016754,0.351999968290329,3.98072730966108,2.2427328547725995,0.6820959750266917,2.4893180673545605,6.0,0.3851666450500488,1.0
0.3780697826729264,0.3578889027789787,0.5930000245571135,0.335999995470047,0.057387060201683,0.0032932746785915,0.3449999988079071,0.3540000021457672,4.177942563068953,2.2030066883177604,0.6720705732511597,2.5075668516920246,5.0,0.3928000152111053,1.0
0.3996470763402827,0.3669355021369073,0.5999999940395355,0.335999995470047,0.0874888971046875,0.0076543071165946,0.335999995470047,0.3549999892711639,-0.0530249638024544,1.2894288374264775,0.6453010939162687,2.9216393908113374,7.0,0.4184285870620182,1.0
