mean,geomean,harmmean,trimmean,max,min,std,var,mode,median,kurtosis,skewness,peak2peak,peak2rms,rms,rssq,num_maxima,mean_maxima,targets
0.4161110994992433,0.4090855389803547,0.4026202313955388,0.40008822434088764,0.5749999582767487,0.335999995470047,0.07906740360898744,0.006251654313466519,0.3400000035762787,0.3774999678134918,-1.0103909555094555,0.6880684003363888,0.23899996280670166,0.5642693894144746,0.4235564914387874,3.112491843805622,5.0,0.47419998049736023,1.0
0.41633330782254535,0.4086177723953521,0.40177626485034634,0.3935428270271846,0.5889999568462372,0.335999995470047,0.08440593679980098,0.007124362167051997,0.335999995470047,0.37700000405311584,-0.6163453085353123,0.9556893809686463,0.2529999613761902,0.5955697666641754,0.42480323135484066,3.207194064297063,3.0,0.44899997115135193,1.0
0.4209666927655538,0.4118253601953352,0.4037227144489699,0.3957500259081523,0.6100000441074372,0.335999995470047,0.0921048264001685,0.008483299046205177,0.34800001978874207,0.3695000410079956,-0.9491527366674375,0.8391266398367186,0.27400004863739025,0.6358417880894331,0.4309248837839065,3.3379297967228725,5.0,0.4482000291347504,1.0
0.3606249681777424,0.36031435825331004,0.3600126994657494,0.3599772399122065,0.41599997878074646,0.335999995470047,0.0151990849011917,0.00023101218183363347,0.3619999587535858,0.3619999587535858,2.697288861878901,1.2267220567768196,0.07999998331069946,0.22164029603255536,0.36094512028150677,3.0627209062469696,5.0,0.37159996628761294,1.0
0.3788333038489024,0.3743324573259432,0.3707028431256093,0.35603843285487247,0.598999947309494,0.335999995470047,0.064984945080006,0.0042230430870513974,0.3439999520778656,0.3534999489784241,4.248582997604688,2.299774443758646,0.262999951839447,0.6842423960864378,0.3843666416224569,2.4909805374730047,5.0,0.3937999665737152,1.0
0.36326227862326826,0.3630715261373522,0.36288051159027207,0.36437836450499456,0.40199998021125793,0.335999995470047,0.011769508307476112,0.0001385213257997492,0.36800000071525574,0.3659999668598175,1.3953192260141671,0.07072671889522705,0.06599998474121094,0.18159157973587609,0.36345289157794397,2.8386578286539734,6.0,0.3684999744097392,1.0
0.41044227664287275,0.40483199982349544,0.3997594758095569,0.3944062180817127,0.5849999487400056,0.335999995470047,0.07109863351668573,0.005055015687939987,0.3369999825954437,0.3804999589920044,-0.03710486937326163,1.0242505809613898,0.2489999532699586,0.5977604146168464,0.41655477208132474,3.0038191795568636,3.0,0.4793332914511363,1.0
0.3785476017565954,0.3740028834613734,0.3703236861751333,0.3551153655235584,0.5979999601840973,0.335999995470047,0.06513290351268705,0.004242295119993001,0.3409999907016754,0.351999968290329,3.98072730966108,2.2427328547725995,0.2619999647140503,0.6820959750266917,0.38411011691396907,2.4893180673545605,6.0,0.38516664505004883,1.0
0.37806978267292646,0.37444247630968175,0.37141974201519906,0.3578889027789787,0.5930000245571135,0.335999995470047,0.05738706020168308,0.0032932746785915975,0.3449999988079071,0.3540000021457672,4.177942563068953,2.2030066883177604,0.25700002908706654,0.6720705732511597,0.3824003598964643,2.5075668516920246,5.0,0.39280001521110536,1.0
0.3996470763402827,0.39144811553382014,0.3845719321873325,0.3669355021369073,0.5999999940395355,0.335999995470047,0.08748889710468755,0.0076543071165946054,0.335999995470047,0.35499998927116394,-0.05302496380245447,1.2894288374264777,0.2639999985694885,0.6453010939162687,0.40911134516648434,2.9216393908113374,7.0,0.41842858706201824,1.0
