Angle,Range,Intensity,Pred
2.4050090312957764,0.2562499940395355,1012.0,2
2.4115540981292725,0.2562499940395355,1012.0,2
2.4180991649627686,0.2562499940395355,1012.0,2
2.4243714809417725,0.25725001096725464,1012.0,2
2.7974355220794678,0.5059999823570251,1008.0,2
2.803980588912964,0.5059999823570251,1008.0,2
2.810525417327881,0.5049999952316284,1008.0,2
2.817070484161377,0.5059999823570251,1008.0,2
2.823615550994873,0.5059999823570251,1008.0,2
2.83016037940979,0.5070000290870667,1008.0,2
2.836705446243286,0.5070000290870667,1008.0,2
2.8612492084503174,0.453000009059906,1008.0,2
2.8694303035736084,0.4390000104904175,1008.0,2
2.8759753704071045,0.43799999356269836,1008.0,2
2.8822476863861084,0.4399999976158142,1008.0,2
2.8890652656555176,0.43799999356269836,1008.0,2
2.8956103324890137,0.43799999356269836,1008.0,2
2.902427911758423,0.43700000643730164,1008.0,2
2.908972978591919,0.4359999895095825,1008.0,2
2.915517807006836,0.4359999895095825,1008.0,2
2.922062873840332,0.4350000023841858,1008.0,2
2.928607940673828,0.4350000023841858,1008.0,2
2.935152769088745,0.4359999895095825,1008.0,2
2.941697835922241,0.43700000643730164,1008.0,2
2.9490609169006348,0.42800000309944153,1008.0,2
2.9569694995880127,0.4169999957084656,1008.0,2
2.964059829711914,0.414000004529953,1008.0,2
2.9711503982543945,0.4090000092983246,1008.0,2
2.9779679775238037,0.4059999883174896,1008.0,2
2.984785795211792,0.4050000011920929,1008.0,2
2.991330623626709,0.40400001406669617,1008.0,2
2.9981484413146973,0.4020000100135803,1008.0,2
3.005784273147583,0.39399999380111694,1008.0,2
3.012601852416992,0.3959999978542328,1008.0,2
3.018874168395996,0.39800000190734863,1008.0,2
3.025146484375,0.4009999930858612,1008.0,2
3.0311460494995117,0.40400001406669617,1008.0,2
3.0374183654785156,0.40700000524520874,1008.0,2
3.0436904430389404,0.4099999964237213,1008.0,2
3.049690008163452,0.414000004529953,1008.0,2
3.055689573287964,0.4169999957084656,1008.0,2
3.0619618892669678,0.41999998688697815,1008.0,2
3.0679614543914795,0.42399999499320984,1008.0,2
3.073961019515991,0.42800000309944153,1008.0,2
3.079960584640503,0.43299999833106995,1008.0,2
3.0859601497650146,0.4390000104904175,1008.0,2
3.0916872024536133,0.4449999928474426,1008.0,2
3.097686767578125,0.45100000500679016,1008.0,2
3.1034135818481445,0.4580000042915344,1008.0,2
3.1110494136810303,0.4490000009536743,1008.0,2
2.4006457328796387,0.25824999809265137,1012.0,2
2.4071907997131348,0.25824999809265137,1012.0,2
2.413735866546631,0.25824999809265137,1012.0,2
2.420280694961548,0.25824999809265137,1012.0,2
2.8015260696411133,0.531000018119812,1008.0,2
2.8080711364746094,0.5339999794960022,1008.0,2
2.8143434524536133,0.5350000262260437,1008.0,2
2.821706533432007,0.5239999890327454,1008.0,2
2.8293423652648926,0.5109999775886536,1008.0,2
2.8361599445343018,0.5090000033378601,1008.0,2
2.84297776222229,0.5090000033378601,1008.0,2
2.8500680923461914,0.5009999871253967,1008.0,2
2.8757026195526123,0.4399999976158142,1008.0,2
2.8822476863861084,0.4399999976158142,1008.0,2
2.8890652656555176,0.4399999976158142,1008.0,2
2.896428346633911,0.43799999356269836,1008.0,2
2.902700662612915,0.43799999356269836,1008.0,2
2.909518241882324,0.43700000643730164,1008.0,2
2.9160633087158203,0.4359999895095825,1008.0,2
2.9226083755493164,0.4359999895095825,1008.0,2
2.9291532039642334,0.4350000023841858,1008.0,2
2.9356982707977295,0.4359999895095825,1008.0,2
2.9422433376312256,0.4350000023841858,1008.0,2
2.9504244327545166,0.421999990940094,1008.0,2
2.957515001296997,0.4180000126361847,1008.0,2
2.964059829711914,0.41499999165534973,1008.0,2
2.9711503982543945,0.41100001335144043,1008.0,2
2.978240728378296,0.4059999883174896,1008.0,2
2.9853310585021973,0.40299999713897705,1008.0,2
2.9918761253356934,0.40299999713897705,1008.0,2
2.9989664554595947,0.39899998903274536,1008.0,2
3.005511522293091,0.39899998903274536,1008.0,2
3.0117838382720947,0.4000000059604645,1008.0,2
3.0180559158325195,0.40299999713897705,1008.0,2
3.0240554809570312,0.4059999883174896,1008.0,2
3.030055046081543,0.4099999964237213,1008.0,2
3.036327362060547,0.41200000047683716,1008.0,2
3.0423269271850586,0.41499999165534973,1008.0,2
3.0485992431640625,0.4180000126361847,1008.0,2
3.054598808288574,0.42100000381469727,1008.0,2
3.060871124267578,0.42500001192092896,1008.0,2
3.06687068939209,0.42899999022483826,1008.0,2
3.0725975036621094,0.4350000023841858,1008.0,2
3.078597068786621,0.4399999976158142,1008.0,2
3.084596633911133,0.44699999690055847,1008.0,2
3.0903234481811523,0.4519999921321869,1008.0,2
3.096323013305664,0.4569999873638153,1008.0,2
