Angle,Range,Intensity,Pred
2.878156900405884,0.3930000066757202,1008.0,2
2.884974718093872,0.39125001430511475,1012.0,2
2.891519546508789,0.39125001430511475,1012.0,2
2.897791862487793,0.3922500014305115,1012.0,2
2.904336929321289,0.3932499885559082,1012.0,2
2.910609245300293,0.39524999260902405,1012.0,2
2.9179723262786865,0.3892500102519989,1012.0,2
2.9343347549438477,0.367249995470047,1012.0,2
2.9408798217773438,0.367249995470047,1012.0,2
2.9474246501922607,0.3682500123977661,1012.0,2
2.953969717025757,0.36924999952316284,1012.0,2
2.9602420330047607,0.3712500035762787,1012.0,2
2.9662415981292725,0.37400001287460327,1008.0,2
2.972241163253784,0.3779999911785126,1008.0,2
2.9845130443573,0.43299999833106995,1008.0,2
2.991057872772217,0.4339999854564667,1008.0,2
2.997875690460205,0.4339999854564667,1008.0,2
3.0052387714385986,0.4339999854564667,1008.0,2
3.0115110874176025,0.4350000023841858,1008.0,2
3.0180559158325195,0.4350000023841858,1008.0,2
3.0246009826660156,0.4350000023841858,1008.0,2
3.0311460494995117,0.4359999895095825,1008.0,2
3.0376908779144287,0.4359999895095825,1008.0,2
3.044235944747925,0.43700000643730164,1008.0,2
3.050781011581421,0.43700000643730164,1008.0,2
3.057325839996338,0.43799999356269836,1008.0,2
3.063870906829834,0.43799999356269836,1008.0,2
3.07041597366333,0.43799999356269836,1008.0,2
3.076960802078247,0.4390000104904175,1008.0,2
3.083233118057251,0.4399999976158142,1008.0,2
3.089778184890747,0.4399999976158142,1008.0,2
3.096323013305664,0.4410000145435333,1008.0,2
3.10286808013916,0.44200000166893005,1008.0,2
3.1094131469726562,0.4429999887943268,1008.0,2
3.1159579753875732,0.4440000057220459,1008.0,2
3.122230291366577,0.44600000977516174,1008.0,2
3.1287753582000732,0.44699999690055847,1008.0,2
3.135047674179077,0.4490000009536743,1008.0,2
3.141319990158081,0.45100000500679016,1008.0,2
