Angle,Range,Intensity,Pred
2.4033727645874023,0.25725001096725464,1012.0,2
2.4099178314208984,0.25725001096725464,1012.0,2
2.4161901473999023,0.25824999809265137,1012.0,2
2.4227352142333984,0.257999986410141,1008.0,2
2.436370611190796,0.3330000042915344,1008.0,2
2.4420974254608154,0.3370000123977661,1008.0,2
2.804253101348877,0.5339999794960022,1008.0,2
2.810525417327881,0.5360000133514404,1008.0,2
2.817070484161377,0.5379999876022339,1008.0,2
2.823888063430786,0.5329999923706055,1008.0,2
2.8312511444091797,0.5230000019073486,1008.0,2
2.8386144638061523,0.5109999775886536,1008.0,2
2.8454320430755615,0.5090000033378601,1008.0,2
2.8519771099090576,0.5090000033378601,1008.0,2
2.884974718093872,0.4390000104904175,1008.0,2
2.891519546508789,0.43799999356269836,1008.0,2
2.8983373641967773,0.43700000643730164,1008.0,2
2.9048824310302734,0.43700000643730164,1008.0,2
2.9114272594451904,0.4359999895095825,1008.0,2
2.9179723262786865,0.4359999895095825,1008.0,2
2.9245173931121826,0.4350000023841858,1008.0,2
2.931334972381592,0.4339999854564667,1008.0,2
2.9376072883605957,0.4359999895095825,1008.0,2
2.944697618484497,0.4309999942779541,1008.0,2
2.952333450317383,0.42100000381469727,1008.0,2
2.959423780441284,0.4180000126361847,1008.0,2
2.9662415981292725,0.41499999165534973,1008.0,2
2.973331928253174,0.41100001335144043,1008.0,2
2.9806950092315674,0.4050000011920929,1008.0,2
2.9875128269195557,0.4020000100135803,1008.0,2
2.994330406188965,0.4009999930858612,1008.0,2
3.001148223876953,0.39800000190734863,1008.0,2
3.00769305229187,0.39800000190734863,1008.0,2
3.013965368270874,0.4000000059604645,1008.0,2
3.02051043510437,0.40299999713897705,1008.0,2
3.0259644985198975,0.4059999883174896,1008.0,2
3.031964063644409,0.4099999964237213,1008.0,2
3.037963628768921,0.4129999876022339,1008.0,2
3.044235944747925,0.41499999165534973,1008.0,2
3.0505082607269287,0.4180000126361847,1008.0,2
3.0565078258514404,0.42100000381469727,1008.0,2
3.0627801418304443,0.42500001192092896,1008.0,2
3.068779706954956,0.42899999022483826,1008.0,2
3.0745065212249756,0.4350000023841858,1008.0,2
3.0805060863494873,0.4410000145435333,1008.0,2
3.086505651473999,0.44600000977516174,1008.0,2
3.0925052165985107,0.4519999921321869,1008.0,2
3.0985047817230225,0.4569999873638153,1008.0,2
2.4050090312957764,0.2562499940395355,1012.0,2
2.4118268489837646,0.2552500069141388,1012.0,2
2.4180991649627686,0.2562499940395355,1012.0,2
2.4243714809417725,0.2562499940395355,1012.0,2
2.800980806350708,0.5080000162124634,1008.0,2
2.807798385620117,0.5070000290870667,1008.0,2
2.8143434524536133,0.5070000290870667,1008.0,2
2.8208882808685303,0.5070000290870667,1008.0,2
2.8274333477020264,0.5049999952316284,1008.0,2
2.8339784145355225,0.5059999823570251,1008.0,2
2.8405232429504395,0.5070000290870667,1008.0,2
2.847886323928833,0.4950000047683716,1008.0,2
2.8650670051574707,0.453000009059906,1008.0,2
2.8729755878448486,0.4399999976158142,1008.0,2
2.879793167114258,0.43799999356269836,1008.0,2
2.886338233947754,0.4390000104904175,1008.0,2
2.89288330078125,0.43799999356269836,1008.0,2
2.899700880050659,0.43700000643730164,1008.0,2
2.9062459468841553,0.4359999895095825,1008.0,2
2.9127907752990723,0.4350000023841858,1008.0,2
2.9193358421325684,0.4350000023841858,1008.0,2
2.9258809089660645,0.4350000023841858,1008.0,2
2.9326984882354736,0.4339999854564667,1008.0,2
2.9389708042144775,0.4350000023841858,1008.0,2
2.9455158710479736,0.4359999895095825,1008.0,2
2.9531517028808594,0.4259999990463257,1008.0,2
2.960787296295166,0.4169999957084656,1008.0,2
2.9678778648376465,0.414000004529953,1008.0,2
2.974968194961548,0.4099999964237213,1008.0,2
2.981785774230957,0.4059999883174896,1008.0,2
2.9886035919189453,0.4050000011920929,1008.0,2
2.9954211711883545,0.40299999713897705,1008.0,2
3.0022389888763428,0.4009999930858612,1008.0,2
3.0096020698547363,0.39500001072883606,1008.0,2
3.0161471366882324,0.39500001072883606,1008.0,2
3.022146701812744,0.39800000190734863,1008.0,2
3.0278735160827637,0.4009999930858612,1008.0,2
3.033600330352783,0.40400001406669617,1008.0,2
3.039872646331787,0.40700000524520874,1008.0,2
3.046144962310791,0.4099999964237213,1008.0,2
3.0521445274353027,0.4129999876022339,1008.0,2
3.0584168434143066,0.41600000858306885,1008.0,2
3.0644164085388184,0.41999998688697815,1008.0,2
3.07041597366333,0.42399999499320984,1008.0,2
3.076688051223755,0.4269999861717224,1008.0,2
3.0824151039123535,0.43299999833106995,1008.0,2
3.0884146690368652,0.43799999356269836,1008.0,2
3.0941414833068848,0.4449999928474426,1008.0,2
3.1001410484313965,0.44999998807907104,1008.0,2
3.106140613555908,0.4560000002384186,1008.0,2
3.1135036945343018,0.4480000138282776,1008.0,2
