Angle,Range,Intensity,Pred
2.4050090312957764,0.2562499940395355,1012.0,2
2.4115540981292725,0.2562499940395355,1012.0,2
2.4180991649627686,0.2562499940395355,1012.0,2
2.4246439933776855,0.2562499940395355,1012.0,2
2.8020715713500977,0.5109999775886536,1008.0,2
2.8086163997650146,0.5109999775886536,1008.0,2
2.8151614665985107,0.5130000114440918,1008.0,2
2.821979284286499,0.5080000162124634,1008.0,2
2.828796863555908,0.5059999823570251,1008.0,2
2.8353419303894043,0.5070000290870667,1008.0,2
2.8418867588043213,0.5070000290870667,1008.0,2
2.866976022720337,0.44699999690055847,1008.0,2
2.8743391036987305,0.43799999356269836,1008.0,2
2.8808839321136475,0.4390000104904175,1008.0,2
2.8874289989471436,0.43799999356269836,1008.0,2
2.8939740657806396,0.43799999356269836,1008.0,2
2.900791645050049,0.43700000643730164,1008.0,2
2.907336711883545,0.4359999895095825,1008.0,2
2.913881778717041,0.4350000023841858,1008.0,2
2.920426607131958,0.4350000023841858,1008.0,2
2.926971673965454,0.4350000023841858,1008.0,2
2.93351674079895,0.4350000023841858,1008.0,2
2.940061569213867,0.4359999895095825,1008.0,2
2.9471518993377686,0.4320000112056732,1008.0,2
2.9550604820251465,0.4189999997615814,1008.0,2
2.962151050567627,0.41499999165534973,1008.0,2
2.9692413806915283,0.41200000047683716,1008.0,2
2.9763317108154297,0.40700000524520874,1008.0,2
2.983149528503418,0.40400001406669617,1008.0,2
2.989967107772827,0.40299999713897705,1008.0,2
2.9967849254608154,0.4009999930858612,1008.0,2
3.0033297538757324,0.3970000147819519,1008.0,2
3.0096020698547363,0.3959999978542328,1008.0,2
3.0158743858337402,0.39800000190734863,1008.0,2
3.021873950958252,0.4009999930858612,1008.0,2
3.0278735160827637,0.40400001406669617,1008.0,2
3.0338730812072754,0.40700000524520874,1008.0,2
3.0401453971862793,0.4099999964237213,1008.0,2
3.0505082607269287,0.4129999876022339,1008.0,2
3.0565078258514404,0.41600000858306885,1008.0,2
3.062507390975952,0.41999998688697815,1008.0,2
3.068506956100464,0.42399999499320984,1008.0,2
3.0745065212249756,0.42800000309944153,1008.0,2
3.0805060863494873,0.4320000112056732,1008.0,2
3.086232900619507,0.4390000104904175,1008.0,2
3.0922324657440186,0.4440000057220459,1008.0,2
3.097959280014038,0.44999998807907104,1008.0,2
3.1036863327026367,0.4560000002384186,1008.0,2
3.1110494136810303,0.4480000138282776,1008.0,2
