Angle,Range,Intensity
135.2343714528025,0.0,1008.0
135.59374868617186,0.0,1008.0
136.29687568008967,0.0,1008.0
136.65625291345907,0.0,1008.0
137.0312439592711,0.0,1008.0
137.39062119264048,0.0,1008.0
137.76562589883088,0.0,1008.0
138.4999941780123,0.0,1008.0
138.87499888420268,0.0,1008.0
139.23437611757208,0.0,1008.0
139.6249946362051,0.0,1008.0
140.71875380913426,0.0,1008.0
141.0781173821253,0.0,1008.0
141.4374946154947,0.0,1008.0
141.7968718488641,0.0,1008.0
142.01562914760126,0.0,1008.0
142.17187655505447,0.0,1008.0
142.53125378842387,0.0,1008.0
142.9062448342359,0.0,1008.0
143.14061594541573,0.0,1008.0
143.28124954042627,0.0,1008.0
143.64062677379567,0.0,1008.0
144.0156178196077,0.0,1008.0
144.3749950529771,0.0,1008.0
144.76562723198847,0.0,1008.0
145.3437481037167,0.0,1008.0
145.48436803834892,0.0,1008.0
145.87500021736028,0.0,1008.0
146.23437745072968,0.0,1008.0
146.60936849654172,0.0,1008.0
146.9843732027321,0.0,1008.0
147.2187443139119,0.0,1008.0
147.35937790892248,0.0,1008.0
147.5937490201023,0.0,1008.0
147.73436895473452,0.0,1008.0
148.12500113374588,0.0,1008.0
148.49999217955792,0.0,1008.0
148.87499688574832,0.0,1008.0
149.25000159193868,0.0,1008.0
149.62499263775072,0.0,1008.0
149.99999734394112,0.0,1008.0
150.37500205013149,0.0,1008.0
150.76562056876452,0.0,1008.0
151.10937032931292,0.0,1008.0
151.46874756268232,0.0,1008.0
151.8437522688727,0.0,1008.0
152.21874331468473,0.0,1008.0
152.45312808624288,0.0,1008.0
152.5937480208751,0.0,1008.0
152.9531252542445,0.0,1008.0
153.32811630005654,0.0,1008.0
153.70312100624693,0.0,1008.0
154.0937531852583,0.0,1008.0
154.46874423107033,0.0,1008.0
154.82812146443973,0.0,1008.0
155.2031261706301,0.0,1008.0
155.57811721644214,0.0,1008.0
155.9687493954535,0.0,1008.0
156.3437541016439,0.0,1008.0
156.6875038621923,0.0,1008.0
157.06249490800434,0.0,1008.0
157.4531270870157,0.0,1008.0
157.81249066000674,0.0,1008.0
158.17186789337615,0.0,1008.0
158.53124512674555,0.0,1008.0
158.89062236011492,0.0,1008.0
159.24999959348432,0.0,1008.0
159.60937682685372,0.0,1008.0
160.3125038207715,0.0,1008.0
161.48437303704893,0.0,1008.0
161.85937774323932,0.0,1008.0
162.23436878905136,0.0,1008.0
163.23437678543291,0.0,1008.0
163.60936783124495,0.0,1008.0
163.96874506461435,0.0,1008.0
165.12500046844912,0.0,1008.0
165.49999151426115,0.0,1008.0
165.85936874763055,0.0,1008.0
166.20311850817896,0.0,1008.0
167.17187155891855,1.0429999828338623,1008.0
167.32811896637176,0.0,1008.0
167.54687626510892,1.0399999618530273,1008.0
167.92186731092096,1.0329999923706055,1008.0
168.06250090593153,0.0,1008.0
168.31249948993235,1.0230000019073486,1008.0
168.6874905357444,1.0069999694824219,1008.0
169.07812271475575,0.9909999966621399,1008.0
169.46874123338878,0.9789999723434448,1008.0
169.54687859749373,0.0,1008.0
169.92186964330577,0.0,1008.0
170.28124687667514,0.9259999990463257,1008.0
170.29687434949614,0.0,1008.0
170.65625158286554,0.9229999780654907,1008.0
171.03124262867757,0.9179999828338623,1008.0
171.40624733486794,0.9110000133514404,1008.0
171.78125204105834,0.902999997138977,1008.0
171.78125204105834,0.0,1008.0
172.20312550533333,0.8769999742507935,1008.0
172.59374402396637,0.8690000176429749,1008.0
172.95312125733577,0.8629999756813049,1008.0
173.34375343634713,0.8550000190734863,1008.0
173.6093658327906,0.0,1008.0
173.73437195498016,0.8489999771118164,1008.0
174.10937666117053,0.8399999737739563,1008.0
174.54687759826655,0.8019999861717224,1008.0
174.93749611689955,0.7979999780654907,1008.0
175.28124587744796,0.8050000071525574,1008.0
176.31249515909317,0.847000002861023,1008.0
176.56249374309397,0.0,1008.0
176.70312733810454,0.8360000252723694,1008.0
177.07811838391657,0.8299999833106995,1008.0
177.45312309010697,0.8259999752044678,1008.0
177.84374160873998,0.8230000138282776,1008.0
178.71874348293198,0.7490000128746033,1008.0
179.10937566194335,0.7440000176429749,1008.0
179.46875289531275,0.7400000095367432,1008.0
179.85937141394578,0.7360000014305115,1008.0
180.25000723542283,0.7319999933242798,1008.0
180.60937080841387,0.7300000190734863,1008.0
180.98437551460424,0.7279999852180481,1008.0
181.35938022079463,0.7279999852180481,1008.0
181.70312998134304,0.7260000109672546,1008.0
182.0625072147124,0.7269999980926514,1008.0
182.10937597279704,0.0,1008.0
182.43749826052448,0.7269999980926514,1008.0
182.48438067898743,0.0,1008.0
182.81250296671485,0.7279999852180481,1008.0
183.17188020008425,0.7279999852180481,1008.0
183.54687124589628,0.7289999723434448,1008.0
183.92187595208665,0.7319999933242798,1008.0
184.26562571263506,0.7350000143051147,1008.0
184.64063041882542,0.7369999885559082,1008.0
184.68749917691005,0.0,1008.0
184.9999939918165,0.7419999837875366,1008.0
185.35937122518587,0.7459999918937683,1008.0
185.71874845855527,0.75,1008.0
186.07812569192467,0.7540000081062317,1008.0
186.42187545247307,0.7620000243186951,1008.0
186.78125268584245,0.7689999938011169,1008.0
188.00000432058286,0.0,1008.0
193.54686924744192,0.0,1008.0
193.9062464808113,0.0,1008.0
194.2812511870017,0.0,1008.0
194.65625589319205,0.0,1008.0
195.3906241723735,0.0,1008.0
195.76562887856386,0.0,1008.0
196.12500611193326,0.0,1008.0
196.4999971577453,0.0,1008.0
196.87500186393567,0.0,1008.0
197.23437909730507,0.0,1008.0
197.6093701431171,0.0,1008.0
197.9843748493075,0.0,1008.0
198.34375208267687,0.0,1008.0
198.71875678886727,0.0,1008.0
199.0937478346793,0.0,1008.0
199.45312506804868,0.0,1008.0
199.82812977423907,0.0,1008.0
200.2031208200511,0.0,1008.0
200.5624980534205,0.0,1008.0
200.93750275961088,0.0,1008.0
201.31249380542292,0.0,1008.0
201.67187103879232,0.0,1008.0
202.04687574498269,0.0,1008.0
202.42188045117308,0.0,1008.0
202.7656302117215,0.0,1008.0
203.12499378471253,0.0,1008.0
203.4999984909029,0.0,1008.0
203.8593757242723,0.0,1008.0
204.23438043046266,0.0,1008.0
204.6093714762747,0.0,1008.0
204.9687487096441,0.0,1008.0
205.3437534158345,0.0,1008.0
205.70313064920387,0.0,1008.0
206.0781216950159,0.0,1008.0
206.4531264012063,0.0,1008.0
206.81250363457568,0.0,1008.0
207.18749468038774,0.0,1008.0
207.5624993865781,0.0,1008.0
207.9218766199475,0.0,1008.0
208.29688132613788,0.0,1008.0
208.65624489912892,0.0,1008.0
209.03124960531932,0.0,1008.0
209.40625431150968,0.0,1008.0
209.76563154487908,0.0,1008.0
210.14062259069112,0.0,1008.0
210.49999982406052,0.0,1008.0
210.8750045302509,0.0,1008.0
211.24999557606293,0.0,1008.0
211.60937280943233,0.0,1008.0
211.9843775156227,0.0,1008.0
212.35936856143474,0.0,1008.0
212.71874579480414,0.0,1008.0
213.0937505009945,0.0,1008.0
213.4531277343639,0.0,1008.0
213.82811878017594,0.0,1008.0
214.20312348636634,0.0,1008.0
214.5625007197357,0.0,1008.0
214.9375054259261,0.0,1008.0
215.29686899891715,0.0,1008.0
215.67187370510752,0.0,1008.0
216.0468784112979,0.0,1008.0
216.4062556446673,0.0,1008.0
216.78124669047935,0.0,1008.0
217.15625139666972,0.0,1008.0
217.50000115721812,0.0,1008.0
217.85937839058752,0.0,1008.0
218.23436943639956,0.0,1008.0
218.59374666976893,0.0,1008.0
218.96875137595933,0.0,1008.0
219.3281286093287,0.0,1008.0
219.70311965514077,0.0,1008.0
220.07812436133113,0.0,1008.0
220.43750159470054,0.0,1008.0
220.8125063008909,0.0,1008.0
221.17186987388195,0.0,1008.0
221.54687458007234,0.0,1008.0
221.9218792862627,0.0,1008.0
222.2812565196321,0.0,1008.0
222.65624756544415,0.0,1008.0
223.01562479881355,0.0,1008.0
223.39062950500391,0.0,1008.0
